protocol_type,service,flag,src_bytes,count,serror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_rerror_rate
1,22,5,0,39,0.85,0.0,255,255,1.0,0.0,0.0,0.0,0.18,0.7
1,22,9,295,2,0.0,0.0,80,255,1.0,0.0,0.01,0.01,0.0,0.0
1,22,9,289,8,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,326,4,0.0,0.0,131,255,1.0,0.0,0.01,0.02,0.01,0.0
1,22,9,285,17,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,312,6,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,19,9,12,1,0.0,0.0,3,21,1.0,0.0,1.0,0.14,0.0,0.0
1,22,9,195,3,0.0,0.0,218,218,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,244,3,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,293,5,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,19,9,641,2,0.0,0.0,120,67,0.27,0.03,0.27,0.03,0.0,0.02
1,49,9,1239,1,0.0,0.0,243,163,0.67,0.03,0.0,0.0,0.0,0.0
1,22,9,245,5,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.0
2,11,9,43,34,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0
1,55,8,0,1,1.0,0.0,255,124,0.49,0.03,0.0,0.0,0.18,0.11
1,22,9,281,4,0.0,0.0,28,255,1.0,0.0,0.04,0.03,0.0,0.0
1,22,9,292,24,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,215,37,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,313,11,0.0,0.0,45,255,1.0,0.0,0.02,0.02,0.02,0.0
0,58,9,36,1,0.0,0.0,255,136,0.53,0.03,0.53,0.0,0.0,0.0
1,22,9,221,5,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,18,9,26,1,0.0,0.0,136,64,0.47,0.03,0.01,0.0,0.0,0.0
1,22,9,301,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,241,4,0.0,0.0,90,255,1.0,0.0,0.01,0.01,0.0,0.0
1,19,9,283618,1,0.0,0.0,10,17,0.9,0.2,0.9,0.12,0.0,0.0
1,22,9,353,11,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,231,11,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,280,20,0.0,0.0,23,177,1.0,0.0,0.04,0.06,0.0,0.0
1,19,9,8334,1,0.0,0.0,2,2,1.0,0.0,1.0,0.0,0.0,0.0
1,18,9,159,1,0.0,0.0,191,62,0.32,0.04,0.01,0.0,0.0,0.0
1,22,9,290,15,0.07,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,220,21,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,226,5,0.0,0.0,64,255,1.0,0.0,0.02,0.04,0.0,0.0
1,22,9,193,2,0.0,0.0,68,255,1.0,0.0,0.01,0.03,0.0,0.0
1,22,9,315,5,0.0,0.0,52,255,1.0,0.0,0.02,0.07,0.0,0.0
1,22,9,262,2,0.0,0.0,255,252,0.99,0.01,0.0,0.0,0.0,0.0
1,22,4,59424,67,0.01,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.25
1,22,9,317,6,0.0,0.0,24,255,1.0,0.0,0.04,0.04,0.0,0.0
1,22,9,247,6,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,343,9,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,220,38,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,309,13,0.0,0.0,19,255,1.0,0.0,0.05,0.05,0.0,0.0
1,22,9,300,14,0.0,0.0,33,255,1.0,0.0,0.03,0.04,0.0,0.0
1,22,9,239,3,0.0,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.0
1,18,9,160,1,0.0,0.0,28,8,0.29,0.14,0.04,0.0,0.0,0.0
1,22,9,182,1,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,4,55044,83,0.02,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.39
1,22,9,54540,4,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.06
1,43,9,28,1,0.0,0.0,255,221,0.87,0.02,0.0,0.0,0.0,0.03
1,55,9,123,1,0.0,0.0,255,159,0.62,0.02,0.0,0.0,0.0,0.02
2,45,9,105,1,0.0,0.0,255,255,1.0,0.0,0.02,0.0,0.0,0.0
1,55,9,504,1,0.0,0.0,2,2,1.0,0.0,0.5,0.0,0.0,0.0
1,22,9,207,29,0.0,0.0,29,255,1.0,0.0,0.03,0.01,0.0,0.0
1,18,9,160,1,0.0,0.0,255,26,0.1,0.02,0.0,0.0,0.0,0.36
1,22,9,302,1,0.0,0.0,13,255,1.0,0.0,0.08,0.04,0.0,0.0
1,22,9,300,14,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,235,18,0.0,0.0,18,255,1.0,0.0,0.06,0.02,0.0,0.0
2,45,9,51,3,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0
1,22,9,302,2,0.0,0.0,22,255,1.0,0.0,0.05,0.05,0.0,0.0
1,22,5,0,74,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.42,0.57
1,22,9,251,24,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,295,11,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,229,13,0.0,0.0,49,251,1.0,0.0,0.02,0.07,0.0,0.0
1,22,9,328,4,0.0,0.0,24,255,1.0,0.0,0.04,0.01,0.0,0.0
1,43,9,28,1,0.0,0.0,124,109,0.87,0.02,0.01,0.02,0.0,0.08
1,49,9,2599,2,0.0,0.0,255,246,0.96,0.04,0.0,0.0,0.0,0.04
1,22,9,282,18,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,43,9,30,1,0.0,0.0,47,10,0.21,0.11,0.02,0.0,0.0,0.0
1,49,9,2599,3,0.0,0.0,255,44,0.17,0.16,0.0,0.0,0.0,0.81
1,22,9,296,1,0.0,0.0,10,255,1.0,0.0,0.1,0.02,0.0,0.0
1,22,9,200,11,0.0,0.0,84,255,1.0,0.0,0.01,0.07,0.0,0.0
1,22,9,297,11,0.0,0.0,94,255,1.0,0.0,0.01,0.04,0.0,0.0
2,45,9,54,510,0.0,0.0,255,255,1.0,0.0,0.86,0.0,0.0,0.0
2,11,9,45,44,0.0,0.0,175,216,0.88,0.01,0.88,0.01,0.0,0.06
1,22,4,38464,17,0.24,0.0,255,244,0.96,0.01,0.0,0.0,0.04,0.56
1,22,4,1024,41,0.02,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.71
1,22,9,54540,5,0.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0
1,22,9,302,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,44,3,0.0,0.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0
1,22,9,54540,5,0.0,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.06
1,0,4,864,1,0.0,0.0,31,10,0.32,0.06,0.03,0.0,0.0,0.29
1,19,9,12,1,0.0,0.0,5,6,1.0,0.0,1.0,0.33,0.0,0.0
1,18,9,160,1,0.0,0.0,100,41,0.41,0.06,0.01,0.0,0.0,0.0
1,22,4,3904,27,0.19,0.0,255,255,1.0,0.0,0.0,0.0,0.02,0.62
1,22,9,209,8,0.0,0.0,39,255,1.0,0.0,0.03,0.04,0.0,0.0
1,22,9,274,5,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,208,16,0.0,0.0,43,255,1.0,0.0,0.02,0.04,0.0,0.0
1,22,9,186,8,0.0,0.0,32,255,1.0,0.0,0.03,0.01,0.0,0.0
2,45,9,53,511,0.0,0.0,255,255,1.0,0.0,0.83,0.0,0.0,0.0
1,22,9,152,1,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,52,511,0.0,0.0,255,255,1.0,0.0,0.83,0.0,0.0,0.0
1,22,9,219,8,0.0,0.0,16,255,1.0,0.0,0.06,0.03,0.0,0.0
1,22,9,292,24,0.0,0.0,187,255,1.0,0.0,0.01,0.02,0.0,0.0
1,19,9,12,1,0.0,0.0,13,39,1.0,0.0,1.0,0.1,0.0,0.0
1,19,9,59,2,0.0,0.0,29,26,0.28,0.14,0.28,0.12,0.0,0.0
1,22,9,157,1,0.0,0.0,1,255,1.0,0.0,1.0,0.04,0.0,0.0
1,22,9,335,12,0.0,0.0,120,255,1.0,0.0,0.01,0.04,0.0,0.0
2,11,9,43,133,0.0,0.0,255,239,0.94,0.01,0.0,0.0,0.0,0.0
1,22,9,411,1,0.0,0.0,2,255,1.0,0.0,0.5,0.07,0.0,0.0
1,19,9,12,2,0.0,0.0,4,10,1.0,0.0,1.0,0.3,0.0,0.0
2,45,9,105,1,0.0,0.0,109,108,0.99,0.02,0.01,0.0,0.0,0.0
1,22,9,305,25,0.0,0.0,25,255,1.0,0.0,0.04,0.03,0.0,0.0
1,22,4,74024,10,0.0,0.0,255,244,0.96,0.01,0.0,0.0,0.02,0.4
1,43,9,26,1,0.0,0.0,217,198,0.91,0.01,0.0,0.0,0.0,0.05
1,22,9,232,48,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,43,4,15,1,0.0,0.0,255,219,0.86,0.02,0.0,0.0,0.0,0.04
1,22,9,331,1,0.0,0.0,88,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,9,220,7,0.0,0.0,254,255,1.0,0.0,0.0,0.01,0.0,0.0
1,22,9,166,2,0.0,0.0,50,253,1.0,0.0,0.02,0.06,0.0,0.0
2,45,9,105,1,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,226,10,0.0,0.0,46,255,1.0,0.0,0.02,0.02,0.0,0.0
1,19,9,283618,2,0.0,0.0,148,43,0.19,0.04,0.19,0.05,0.0,0.0
1,18,9,160,1,0.0,0.0,149,51,0.34,0.04,0.01,0.0,0.0,0.0
1,19,9,252,1,0.0,0.0,55,7,0.13,0.05,0.13,0.0,0.0,0.0
1,22,5,0,116,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.67,0.3
2,45,9,28,71,0.0,0.0,96,71,0.74,0.04,0.74,0.0,0.0,0.0
2,45,9,56,325,0.0,0.0,255,255,1.0,0.0,0.99,0.0,0.0,0.0
1,22,9,211,2,0.0,0.0,2,255,1.0,0.0,0.5,0.04,0.0,0.0
1,22,9,205,18,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,55,9,0,1,0.0,0.0,255,186,0.73,0.02,0.0,0.0,0.4,0.01
2,45,9,45,1,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0
1,22,9,54540,3,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.06
1,22,9,313,2,0.0,0.0,2,255,1.0,0.0,0.5,0.02,0.0,0.0
1,22,9,212,23,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,340,2,0.0,0.0,103,255,1.0,0.0,0.01,0.01,0.0,0.0
1,43,9,32,1,0.0,0.0,160,142,0.88,0.02,0.01,0.01,0.0,0.06
1,43,9,27,1,0.0,0.0,255,230,0.9,0.02,0.0,0.0,0.0,0.06
1,22,9,339,12,0.0,0.0,114,255,1.0,0.0,0.01,0.01,0.0,0.0
1,19,9,383,2,0.0,0.0,64,23,0.14,0.06,0.14,0.09,0.0,0.0
1,22,9,378,12,0.0,0.0,226,253,1.0,0.0,0.01,0.01,0.0,0.0
1,22,9,227,24,0.0,0.0,109,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,9,234,8,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,195,15,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,4,75904,43,0.02,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.67
1,22,9,288,8,0.0,0.0,42,255,1.0,0.0,0.02,0.04,0.0,0.0
1,22,9,300,3,0.0,0.0,18,255,1.0,0.0,0.06,0.04,0.0,0.0
1,22,9,210,2,0.0,0.0,11,255,1.0,0.0,0.09,0.02,0.0,0.0
1,19,9,12,1,0.0,0.0,1,17,1.0,0.0,1.0,0.18,0.0,0.0
1,49,9,2599,2,0.0,0.0,255,98,0.38,0.14,0.0,0.0,0.0,0.6
2,45,9,54,387,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0
1,49,9,0,1,0.0,0.0,107,191,0.76,0.04,0.01,0.01,0.0,0.01
1,22,9,244,23,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,205,2,0.0,0.0,132,255,1.0,0.0,0.01,0.02,0.0,0.0
1,18,9,218,1,0.0,0.0,148,41,0.28,0.03,0.01,0.0,0.0,0.0
1,19,9,283618,1,0.0,0.0,114,15,0.06,0.02,0.06,0.13,0.0,0.0
1,18,9,166,1,0.0,0.0,255,62,0.24,0.03,0.0,0.0,0.1,0.02
1,49,9,1439,1,0.0,0.0,34,162,0.76,0.12,0.03,0.01,0.0,0.0
1,18,9,157,1,0.0,0.0,255,28,0.11,0.02,0.0,0.0,0.0,0.36
1,22,9,230,2,0.0,0.0,215,255,1.0,0.0,0.0,0.02,0.0,0.0
1,22,9,269,4,0.0,0.0,191,255,1.0,0.0,0.01,0.02,0.0,0.0
2,11,9,36,3,0.0,0.0,42,42,1.0,0.0,1.0,0.0,0.0,0.0
1,43,9,28,1,0.0,0.0,255,246,0.96,0.01,0.0,0.0,0.0,0.0
1,22,9,264,7,0.0,0.0,73,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,9,298,5,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,4,56504,34,0.03,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.13
1,22,9,318,5,0.0,0.0,34,255,1.0,0.0,0.03,0.04,0.0,0.0
1,43,9,32,1,0.0,0.0,255,222,0.87,0.02,0.0,0.0,0.0,0.06
1,49,9,20193,1,0.0,0.0,230,119,0.44,0.02,0.0,0.02,0.0,0.0
1,22,9,333,4,0.0,0.0,181,255,1.0,0.0,0.01,0.01,0.01,0.0
1,22,9,209,26,0.0,0.0,235,255,1.0,0.0,0.0,0.02,0.0,0.0
1,22,9,349,6,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,244,10,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,105,1,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,49,9,2599,3,0.0,0.0,255,246,0.96,0.04,0.0,0.0,0.0,0.04
1,22,9,237,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,55,9,4209,1,0.0,0.0,113,2,0.02,0.04,0.01,0.0,0.0,0.0
1,43,9,26,1,0.0,0.0,233,214,0.92,0.01,0.0,0.0,0.0,0.04
1,22,9,327,9,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,331,1,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,232,13,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,52,511,0.0,0.0,255,255,1.0,0.0,0.87,0.0,0.0,0.0
1,22,9,295,8,0.0,0.0,124,255,1.0,0.0,0.01,0.03,0.0,0.0
1,22,9,232,7,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,43,9,0,3,0.0,1.0,255,1,0.0,0.8,0.0,0.0,0.0,0.02
1,22,9,323,12,0.0,0.0,255,244,0.96,0.01,0.0,0.0,0.0,0.0
1,18,9,160,1,0.0,0.0,255,24,0.09,0.02,0.0,0.0,0.02,0.33
1,22,9,287,33,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,302,3,0.0,0.0,255,236,0.93,0.02,0.0,0.0,0.0,0.0
1,22,9,294,20,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,43,9,30,1,0.0,0.0,255,247,0.97,0.01,0.0,0.0,0.0,0.02
1,55,2,123,1,0.0,0.0,255,12,0.05,0.01,0.0,0.0,0.0,0.03
1,18,9,160,1,0.0,0.0,148,50,0.34,0.04,0.01,0.0,0.0,0.0
1,22,9,227,3,0.0,0.0,64,255,1.0,0.0,0.02,0.03,0.0,0.0
1,19,9,12,1,0.0,0.0,7,17,1.0,0.0,1.0,0.12,0.0,0.0
1,22,9,215,5,0.0,0.0,5,255,1.0,0.0,0.2,0.07,0.0,0.0
1,22,9,243,21,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,19,9,19,1,0.0,0.0,122,15,0.04,0.05,0.04,0.13,0.0,0.0
1,22,9,321,4,0.0,0.0,120,255,1.0,0.0,0.01,0.01,0.0,0.0
1,22,9,225,3,0.0,0.0,3,255,1.0,0.0,0.33,0.03,0.0,0.0
1,22,5,0,65,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.82,0.15
1,19,9,11629,2,0.0,0.0,255,12,0.05,0.02,0.05,0.0,0.0,0.0
1,22,9,54540,4,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.05
1,55,9,126,1,0.0,0.0,255,248,0.97,0.01,0.0,0.0,0.0,0.02
1,22,9,221,22,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,49,9,1507,1,0.0,0.0,87,139,0.31,0.06,0.01,0.01,0.0,0.0
1,22,9,279,1,0.0,0.0,2,255,1.0,0.0,0.5,0.02,0.0,0.0
1,22,4,74024,26,0.0,0.0,255,252,0.99,0.01,0.0,0.0,0.0,0.12
1,19,9,687,1,0.0,0.0,69,19,0.16,0.06,0.16,0.11,0.0,0.0
1,22,9,304,6,0.0,0.0,6,255,1.0,0.0,0.17,0.05,0.0,0.0
2,45,9,105,3,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0
1,22,9,296,6,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,239,4,0.0,0.0,255,229,0.9,0.02,0.0,0.0,0.0,0.06
1,55,9,128,1,0.0,0.0,255,9,0.04,0.02,0.0,0.0,0.0,0.0
1,49,9,2599,2,0.0,0.0,255,29,0.11,0.16,0.0,0.0,0.0,0.87
2,45,9,1,121,0.0,0.88,255,1,0.0,0.9,1.0,0.0,0.0,0.0
1,22,9,276,34,0.0,0.0,168,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,9,339,10,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,11,9,45,29,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,22,9,249,12,0.0,0.0,12,255,1.0,0.0,0.08,0.03,0.0,0.0
1,55,9,0,1,0.0,0.0,255,75,0.29,0.03,0.0,0.0,0.01,0.11
1,22,9,211,2,0.0,0.0,8,255,1.0,0.0,0.12,0.02,0.0,0.0
1,49,9,1407,1,0.0,0.0,137,150,0.42,0.05,0.01,0.01,0.0,0.02
1,22,9,230,1,0.0,0.0,34,255,1.0,0.0,0.03,0.07,0.03,0.0
2,45,9,43,3,0.0,0.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0
1,22,9,252,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,55,8,0,1,1.0,0.0,255,105,0.41,0.52,0.0,0.0,0.31,0.51
1,22,9,218,1,0.0,0.0,4,255,1.0,0.0,0.25,0.04,0.0,0.0
1,43,9,28,1,0.0,0.0,255,238,0.93,0.02,0.0,0.0,0.0,0.02
1,49,9,2525,1,0.0,0.0,255,25,0.1,0.03,0.0,0.0,0.0,0.77
2,40,9,1,415,0.0,1.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0
1,22,5,0,32,0.19,0.0,255,255,1.0,0.0,0.0,0.0,0.04,0.68
1,22,9,422,2,0.0,0.0,17,255,1.0,0.0,0.06,0.05,0.0,0.0
1,43,9,30,1,0.0,0.0,112,13,0.12,0.04,0.01,0.0,0.0,0.0
2,45,9,1,73,0.0,1.0,255,1,0.0,0.72,0.91,0.0,0.0,0.09
1,22,5,0,48,0.06,0.0,255,253,0.99,0.01,0.0,0.0,0.02,0.73
1,43,9,30,1,0.0,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.0
1,18,9,1031,1,0.0,0.0,35,5,0.14,0.09,0.03,0.0,0.0,0.0
2,45,9,105,3,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0
2,45,9,52,509,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0
1,55,9,126,1,0.0,0.0,255,161,0.63,0.02,0.0,0.0,0.0,0.02
1,43,9,28,1,0.0,0.0,255,215,0.84,0.02,0.0,0.0,0.0,0.07
1,22,9,259,1,0.0,0.0,62,255,1.0,0.0,0.02,0.01,0.0,0.0
2,11,9,32,1,0.0,0.0,255,12,0.05,0.02,0.05,0.0,0.0,0.01
1,22,9,325,6,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,238,4,0.0,0.0,7,156,1.0,0.0,0.14,0.06,0.0,0.0
1,19,9,283618,1,0.0,0.0,3,3,1.0,0.0,1.0,0.0,0.0,0.0
1,22,9,393,3,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,5,0,98,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.78,0.19
1,22,9,224,14,0.0,0.0,99,255,1.0,0.0,0.01,0.04,0.0,0.0
1,22,9,384,16,0.0,0.0,156,255,1.0,0.0,0.01,0.05,0.0,0.0
1,43,9,25,1,0.0,0.0,70,67,0.94,0.03,0.01,0.03,0.0,0.0
1,22,5,0,60,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.31,0.68
1,22,4,56504,52,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.24
1,22,9,214,3,0.0,0.0,139,255,1.0,0.0,0.01,0.01,0.0,0.0
1,22,9,335,2,0.0,0.0,105,255,1.0,0.0,0.01,0.01,0.0,0.0
1,17,9,5,1,0.0,0.0,26,2,0.08,0.42,0.04,0.0,0.0,0.12
1,22,9,301,5,0.0,0.0,255,230,0.9,0.02,0.0,0.0,0.0,0.06
1,49,9,774,1,0.0,0.0,108,68,0.63,0.05,0.01,0.0,0.0,0.0
1,22,9,194,8,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,46,45,0.0,0.0,255,254,1.0,0.01,0.17,0.0,0.0,0.0
1,22,9,208,13,0.0,0.0,27,255,1.0,0.0,0.04,0.02,0.0,0.0
1,22,9,303,7,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,4,56504,10,0.0,0.0,255,244,0.96,0.01,0.0,0.0,0.02,0.51
1,22,9,195,42,0.0,0.0,134,255,1.0,0.0,0.01,0.01,0.0,0.0
1,49,9,987,1,0.0,0.0,234,149,0.62,0.03,0.0,0.01,0.01,0.0
1,43,9,32,1,0.0,0.0,178,159,0.89,0.02,0.01,0.0,0.0,0.06
1,22,5,0,66,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.83,0.14
1,18,9,162,1,0.0,0.0,255,57,0.22,0.02,0.0,0.0,0.0,0.57
1,22,9,207,20,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,158,6,0.17,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,5,0,105,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.63,0.34
1,22,9,342,16,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,4,56504,11,0.36,0.0,255,242,0.95,0.01,0.0,0.0,0.02,0.23
1,22,9,221,22,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,55,8,0,1,1.0,0.0,255,80,0.31,0.61,0.0,0.0,0.22,0.59
1,22,5,0,67,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.34,0.65
2,11,9,42,5,0.0,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.0
2,45,9,46,3,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0
1,55,9,126,2,0.0,0.0,255,18,0.07,0.02,0.0,0.0,0.0,0.0
1,19,9,7012,4,0.0,0.0,144,71,0.31,0.02,0.31,0.03,0.0,0.0
1,55,9,0,1,0.0,0.0,255,111,0.44,0.02,0.0,0.0,0.54,0.01
1,24,1,0,1,0.0,0.0,48,60,0.27,0.1,0.02,0.03,0.0,0.85
1,22,9,54540,5,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.04
1,55,9,0,1,0.0,0.0,255,81,0.32,0.03,0.0,0.0,0.01,0.11
1,19,9,283618,1,0.0,0.0,7,7,1.0,0.0,1.0,0.0,0.0,0.0
1,22,9,213,6,0.0,0.0,189,255,1.0,0.0,0.01,0.02,0.0,0.0
2,39,9,48,1,0.0,0.0,142,19,0.13,0.01,0.13,0.0,0.0,0.0
1,22,9,323,3,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,55,9,125,1,0.0,0.0,255,109,0.43,0.02,0.0,0.0,0.0,0.01
1,55,9,0,1,0.0,0.0,255,182,0.71,0.02,0.0,0.0,0.42,0.01
1,43,9,31,1,0.0,0.0,255,208,0.82,0.02,0.0,0.0,0.0,0.07
1,22,9,301,3,0.0,0.0,76,255,1.0,0.0,0.01,0.06,0.0,0.0
2,11,9,42,71,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0
2,45,9,43,5,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,105,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,45,4,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0
1,43,9,27,1,0.0,0.0,255,219,0.86,0.02,0.0,0.0,0.0,0.03
1,55,9,125,1,0.0,0.0,255,31,0.12,0.02,0.0,0.0,0.0,0.0
1,22,9,303,7,0.0,0.0,30,255,1.0,0.0,0.03,0.03,0.0,0.0
2,45,9,52,509,0.0,0.0,255,254,1.0,0.01,0.87,0.0,0.0,0.0
1,49,9,2599,2,0.0,0.0,255,246,0.96,0.04,0.0,0.0,0.0,0.04
1,22,9,303,10,0.0,0.0,10,255,1.0,0.0,0.1,0.01,0.0,0.0
1,49,9,0,1,0.0,0.0,24,144,0.54,0.21,0.04,0.01,0.0,0.0
2,45,9,105,2,0.0,1.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0
1,22,9,296,10,0.0,0.0,39,255,1.0,0.0,0.03,0.01,0.0,0.0
2,45,9,28,8,0.0,0.0,28,8,0.29,0.11,0.29,0.0,0.0,0.0
2,45,9,53,511,0.0,0.0,255,255,1.0,0.0,0.85,0.0,0.0,0.0
1,22,9,307,19,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,305,3,0.0,0.0,59,255,1.0,0.0,0.02,0.04,0.0,0.0
1,22,9,217,22,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
